timestamp,log_type,message,stacktrace
4.635968,Log,Voice pitch: 0,UnityEngine.Debug:Log (object).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:82).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
4.635968,Log,[<b><color=#AD477C>UXF</color></b>] Beginning session.,UnityEngine.Debug:Log (object).  UXF.Utilities:UXFDebugLog (string) (at Assets/UXF/Scripts/Etc/Utilities.cs:13).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:333).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:88).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
4.635968,Log,TODO: Set selected agent model here...,UnityEngine.Debug:Log (object).  StudyController:initializeAgent () (at Assets/Experiment/StudyController.cs:83).  StudyController:TrialStart (UXF.Trial) (at Assets/Experiment/StudyController.cs:54).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:122).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:414).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:336).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:88).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
4.635968,Log,TODO: Set selected agent voice here...,UnityEngine.Debug:Log (object).  StudyController:initializeAgent () (at Assets/Experiment/StudyController.cs:84).  StudyController:TrialStart (UXF.Trial) (at Assets/Experiment/StudyController.cs:54).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:122).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:414).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:336).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:88).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
4.635968,Log,Load experimenter UI.,UnityEngine.Debug:Log (object).  StudyController:TrialStart (UXF.Trial) (at Assets/Experiment/StudyController.cs:67).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:122).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:414).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:336).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:88).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
4.635968,Log,Load subject UI.,UnityEngine.Debug:Log (object).  StudyController:TrialStart (UXF.Trial) (at Assets/Experiment/StudyController.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:122).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:414).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:336).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:88).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
4.635968,Log,Starting proxemics tracker.,UnityEngine.Debug:Log (object).  StudyController:TrialStart (UXF.Trial) (at Assets/Experiment/StudyController.cs:75).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:122).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:414).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:336).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:88).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
4.635968,Log,Average Distance: 1.600921 with 1 samples in 6.314165 sec.,UnityEngine.Debug:Log (object).  ProxemicsTracker:CalculateAverageValues () (at Assets/Experiment/ProxemicsTracker.cs:93).  ProxemicsTracker:GetAverageValues () (at Assets/Experiment/ProxemicsTracker.cs:117).  ProxemicsAverageTracker:GetCurrentValues () (at Assets/Experiment/ProxemicsAverageTracker.cs:34).  UXF.Tracker:RecordRow () (at Assets/UXF/Scripts/Etc/Tracker.cs:80).  StudyController/<ProxemicsTrackingManualRecordAverage>d__11:MoveNext () (at Assets/Experiment/StudyController.cs:130).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  StudyController:TrialStart (UXF.Trial) (at Assets/Experiment/StudyController.cs:77).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:122).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:414).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:336).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:88).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
4.635968,Log,Average Gaze: 0.8521925 with 1 samples in 6.314165 sec.,UnityEngine.Debug:Log (object).  ProxemicsTracker:CalculateAverageValues () (at Assets/Experiment/ProxemicsTracker.cs:103).  ProxemicsTracker:GetAverageValues () (at Assets/Experiment/ProxemicsTracker.cs:117).  ProxemicsAverageTracker:GetCurrentValues () (at Assets/Experiment/ProxemicsAverageTracker.cs:34).  UXF.Tracker:RecordRow () (at Assets/UXF/Scripts/Etc/Tracker.cs:80).  StudyController/<ProxemicsTrackingManualRecordAverage>d__11:MoveNext () (at Assets/Experiment/StudyController.cs:130).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  StudyController:TrialStart (UXF.Trial) (at Assets/Experiment/StudyController.cs:77).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:122).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:414).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:336).  ExprSettings:BeginExperiment () (at Assets/ExprSettings.cs:88).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:385).  
0,Log,Ending Trial...,UnityEngine.Debug:Log (object).  StudyController:TrialEnd () (at Assets/Experiment/StudyController.cs:142).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:139).  UXF.Session:End () (at Assets/UXF/Scripts/Session.cs:631).  UXF.Session:OnDestroy () (at Assets/UXF/Scripts/Session.cs:726).  
0,Log,Ending Session...,UnityEngine.Debug:Log (object).  StudyController:PreSessionEnd () (at Assets/Experiment/StudyController.cs:150).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:End () (at Assets/UXF/Scripts/Session.cs:637).  UXF.Session:OnDestroy () (at Assets/UXF/Scripts/Session.cs:726).  
