timestamp,log_type,message,stacktrace
4.364203,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
4.664303,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
4.964362,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
5.26438,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
5.568396,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
5.872229,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
6.176095,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
6.476353,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
6.780522,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
7.084278,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
7.388497,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
7.692355,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
7.99605,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
8.29635,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
8.596398,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
8.900164,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
9.204071,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
9.50445,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
9.80815,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
10.10859,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
10.4123,Log,Updating UI with tracking data.,UnityEngine.Debug:Log (object).  StudyController/<ManualRecord>d__8:MoveNext () (at Assets/Experiment/StudyController.cs:72).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr) (at /Users/bokken/buildslave/unity/build/Runtime/Export/Scripting/Coroutines.cs:17).  
